Linux 4.4.0-57-generic (ip-172-31-13-35) 	12/31/2016 	_x86_64_	(8 CPU)

12:40:43 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:44 AM     all      0.00      0.00      0.00      3.51      0.00     96.49
12:40:45 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:40:46 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:40:47 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:40:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:40:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:40:50 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:40:51 AM     all      1.52      0.00      0.63      0.00      0.13     97.72
12:40:52 AM     all      4.33      0.00      1.53      0.25      0.00     93.89
12:40:53 AM     all      4.70      0.00      1.65      0.13      0.13     93.40
12:40:54 AM     all      4.44      0.00      1.14      5.84      0.13     88.45
12:40:55 AM     all      4.94      0.00      1.65      0.38      0.13     92.90
12:40:56 AM     all      4.85      0.00      1.28      0.51      0.00     93.37
12:40:57 AM     all      4.97      0.00      1.66      0.25      0.13     92.99
12:40:58 AM     all      4.71      0.00      1.53      0.76      0.13     92.87
12:40:59 AM     all      4.36      0.00      1.67      0.38      0.00     93.59
12:41:00 AM     all      5.21      0.00      1.14      0.38      0.13     93.14
12:41:01 AM     all      5.06      0.00      1.52      0.51      0.13     92.79
12:41:02 AM     all      5.35      0.00      1.15      0.25      0.00     93.25
12:41:03 AM     all      5.60      0.00      1.15      0.76      0.13     92.37
12:41:04 AM     all      5.08      0.00      1.14      1.40      0.13     92.25
12:41:05 AM     all      1.53      0.00      0.13     12.47      0.00     85.88
12:41:06 AM     all      1.13      0.00      0.38     12.80      0.25     85.45
12:41:07 AM     all      0.75      0.00      0.13     12.70      0.00     86.42
12:41:08 AM     all      0.63      0.00      0.13     12.22      0.00     87.03
12:41:09 AM     all      0.13      0.00      0.00     12.89      0.13     86.86
12:41:10 AM     all      1.26      0.00      0.76     13.26      0.13     84.60
12:41:11 AM     all      0.76      0.00      0.38     13.51      0.13     85.23
12:41:12 AM     all      0.50      0.00      0.50     14.30      0.00     84.69
12:41:13 AM     all      0.38      0.00      0.13     12.34      0.00     87.15
12:41:14 AM     all      0.38      0.00      0.13     17.71      0.13     81.66
12:41:15 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:41:16 AM     all      0.50      0.00      0.13     16.19      0.13     83.06
12:41:17 AM     all      0.00      0.00      0.00     12.53      0.13     87.34
12:41:18 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
12:41:19 AM     all      0.00      0.00      0.00     13.03      0.13     86.84
