Linux 4.4.0-57-generic (ip-172-31-13-35) 	12/31/2016 	_x86_64_	(8 CPU)

03:42:23 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:42:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:42:25 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:42:26 AM     all      0.13      0.00      0.00      0.00      0.00     99.87
03:42:27 AM     all      0.00      0.00      0.13      0.00      0.13     99.74
03:42:28 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:29 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:30 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:42:31 AM     all      0.13      0.00      0.00      0.00      0.13     99.74
03:42:32 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:42:34 AM     all      0.00      0.00      0.13      0.13      0.13     99.61
03:42:35 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:36 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:42:37 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:38 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:39 AM     all      0.13      0.00      0.13      0.00      0.00     99.74
03:42:40 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:41 AM     all      0.00      0.00      0.13      0.00      0.13     99.74
03:42:42 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:43 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:44 AM     all      0.00      0.00      0.13      0.00      0.00     99.87
03:42:45 AM     all      0.13      0.00      0.00      0.00      0.13     99.74
03:42:46 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:47 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:42:49 AM     all      0.00      0.00      0.26      0.00      0.13     99.61
03:42:50 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:51 AM     all      0.13      0.00      0.00      0.00      0.13     99.74
03:42:52 AM     all      0.13      0.00      0.00      0.00      0.00     99.87
03:42:53 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:54 AM     all      0.13      0.00      0.00      0.00      0.13     99.74
03:42:55 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:42:56 AM     all      0.00      0.00      0.13      0.00      0.13     99.74
03:42:57 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:58 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:42:59 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:00 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:43:01 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:02 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:03 AM     all      0.00      0.00      0.13      0.00      0.00     99.87
03:43:04 AM     all      0.13      0.00      0.13      0.13      0.13     99.49
03:43:05 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:06 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:43:07 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:08 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:09 AM     all      0.13      0.00      0.00      0.00      0.00     99.87
03:43:10 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:11 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:12 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:43:13 AM     all      0.13      0.00      0.00      0.00      0.13     99.74
03:43:14 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:15 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:43:16 AM     all      0.00      0.00      0.13      0.00      0.13     99.74
03:43:17 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:18 AM     all      0.00      0.00      0.13      0.00      0.00     99.87
03:43:19 AM     all      0.13      0.00      0.00      0.00      0.13     99.74
03:43:20 AM     all      0.00      0.00      0.13      0.00      0.13     99.74
03:43:21 AM     all      0.13      0.00      0.00      0.00      0.00     99.87
03:43:22 AM     all      0.00      0.00      0.26      0.00      0.13     99.61
03:43:23 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:24 AM     all      0.00      0.00      0.13      0.00      0.00     99.87
03:43:25 AM     all      0.00      0.00      0.13      0.00      0.13     99.74
03:43:26 AM     all      0.13      0.00      0.00      0.00      0.13     99.74
03:43:27 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:43:28 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:29 AM     all      0.00      0.00      0.13      0.00      0.13     99.74
03:43:30 AM     all      0.13      0.00      0.00      0.00      0.00     99.87
03:43:31 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:32 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:43:34 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:35 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:36 AM     all      0.13      0.00      0.13      0.00      0.00     99.74
03:43:37 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:38 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:39 AM     all      0.13      0.00      0.13      0.00      0.00     99.74
03:43:40 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:41 AM     all      0.00      0.00      0.00      0.13      0.13     99.74
03:43:42 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:43:43 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:43:44 AM     all      0.13      0.00      0.00      0.00      0.13     99.74
