Linux 4.4.0-57-generic (ip-172-31-13-35) 	12/31/2016 	_x86_64_	(8 CPU)

02:45:48 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:45:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:45:50 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:45:51 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:45:52 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:45:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:45:54 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:45:55 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:45:56 AM     all      0.13      0.00      0.26      0.00      0.13     99.49
02:45:57 AM     all      1.96      0.00      0.78      0.26      0.13     96.87
02:45:58 AM     all      1.05      0.00      0.92      0.39      0.13     97.51
02:45:59 AM     all      1.82      0.00      0.91      0.26      0.26     96.74
02:46:00 AM     all      1.57      0.00      0.52      0.39      0.26     97.25
02:46:01 AM     all      1.18      0.00      0.66      0.53      0.26     97.37
02:46:02 AM     all      1.05      0.00      0.79      0.53      0.26     97.37
02:46:03 AM     all      1.96      0.00      0.65      0.52      0.13     96.73
02:46:04 AM     all      1.71      0.00      0.66      0.13      0.26     97.24
02:46:05 AM     all      1.06      0.00      0.66      0.40      0.26     97.63
02:46:06 AM     all      0.93      0.00      0.66      0.40      0.13     97.88
02:46:07 AM     all      1.57      0.00      1.05      0.39      0.26     96.72
02:46:08 AM     all      1.58      0.00      0.66      0.26      0.26     97.24
02:46:09 AM     all      1.83      0.00      0.91      0.52      0.26     96.48
02:46:10 AM     all      1.18      0.00      0.92      0.26      0.26     97.37
02:46:11 AM     all      1.83      0.00      1.31      0.26      0.13     96.48
02:46:12 AM     all      1.71      0.00      0.66      0.53      0.26     96.84
02:46:13 AM     all      1.70      0.00      1.18      0.26      0.26     96.60
02:46:14 AM     all      1.84      0.00      0.53      0.39      0.13     97.11
02:46:15 AM     all      1.71      0.00      1.05      0.13      0.26     96.85
02:46:16 AM     all      2.08      0.00      1.04      0.39      0.26     96.23
02:46:17 AM     all      1.32      0.00      0.66      0.40      0.13     97.49
02:46:18 AM     all      1.32      0.00      0.53      0.40      0.26     97.50
02:46:19 AM     all      1.70      0.00      0.79      0.26      0.26     96.99
02:46:20 AM     all      1.97      0.00      0.52      0.39      0.13     96.98
02:46:21 AM     all      1.83      0.00      1.04      0.78      0.26     96.08
02:46:22 AM     all      1.05      0.00      0.66      0.39      0.26     97.63
02:46:23 AM     all      1.18      0.00      0.53      0.26      0.26     97.77
02:46:24 AM     all      1.45      0.00      0.53      0.26      0.00     97.76
02:46:25 AM     all      1.57      0.00      0.78      0.52      0.26     96.87
02:46:26 AM     all      1.31      0.00      0.79      0.39      0.26     97.25
02:46:27 AM     all      1.83      0.00      0.78      0.26      0.26     96.87
02:46:28 AM     all      1.44      0.00      0.52      0.26      0.13     97.64
02:46:29 AM     all      1.18      0.00      0.66      0.39      0.26     97.51
02:46:30 AM     all      1.45      0.00      0.39      0.39      0.13     97.63
02:46:31 AM     all      1.42      0.00      0.78      4.78      0.26     92.76
02:46:32 AM     all      0.51      0.00      0.25     12.58      0.13     86.53
02:46:33 AM     all      0.51      0.00      0.38     12.64      0.13     86.35
