Linux 4.4.0-57-generic (ip-172-31-13-35) 	12/31/2016 	_x86_64_	(8 CPU)

12:15:40 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:15:41 AM     all      0.00      0.00      0.00     24.62      0.13     75.25
12:15:42 AM     all      0.00      0.00      0.00     13.57      0.00     86.43
12:15:43 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:15:44 AM     all      2.29      0.00      0.51     12.20      0.00     85.01
12:15:45 AM     all      9.71      0.00      2.81     12.13      0.13     75.22
12:15:46 AM     all     10.71      0.00      1.94     11.74      0.13     75.48
12:15:47 AM     all     10.61      0.00      2.81      4.35      0.26     81.97
12:15:48 AM     all     10.41      0.00      2.06      0.39      0.00     87.15
12:15:49 AM     all     11.08      0.00      1.66      0.76      0.13     86.37
12:15:50 AM     all     10.60      0.00      2.17      1.02      0.13     86.08
12:15:51 AM     all     11.01      0.00      1.79      0.26      0.13     86.81
12:15:52 AM     all     10.34      0.00      2.43      0.51      0.13     86.59
12:15:53 AM     all     11.00      0.00      1.66      0.51      0.13     86.70
12:15:54 AM     all     10.27      0.00      2.18      0.39      0.13     87.03
12:15:55 AM     all     10.60      0.00      2.17      0.38      0.13     86.72
12:15:56 AM     all     11.11      0.00      1.53      0.64      0.13     86.59
12:15:57 AM     all     10.73      0.00      2.04      0.51      0.13     86.59
12:15:58 AM     all     11.24      0.00      1.53      0.51      0.13     86.59
12:15:59 AM     all     10.24      0.00      2.05      0.64      0.26     86.81
12:16:00 AM     all     11.03      0.00      1.54      0.51      0.00     86.92
12:16:01 AM     all     10.45      0.00      2.42      0.51      0.13     86.50
12:16:02 AM     all     11.11      0.00      1.53      0.51      0.00     86.85
12:16:03 AM     all     10.06      0.00      2.42      0.38      0.13     87.01
12:16:04 AM     all     11.55      0.00      1.40      0.38      0.13     86.55
12:16:05 AM     all     10.19      0.00      2.55      0.38      0.13     86.75
12:16:06 AM     all     11.20      0.00      1.53      0.64      0.00     86.64
12:16:07 AM     all     10.32      0.00      2.29      0.38      0.13     86.88
12:16:08 AM     all     10.84      0.00      1.79      0.38      0.13     86.86
12:16:09 AM     all     10.31      0.00      2.42      0.64      0.13     86.51
12:16:10 AM     all     10.43      0.00      2.54      0.64      0.00     86.39
12:16:11 AM     all     10.43      0.00      2.29      0.51      0.13     86.64
12:16:12 AM     all      7.88      0.00      3.30      7.75      0.13     80.94
12:16:13 AM     all      1.13      0.00      0.13     12.23      0.13     86.38
12:16:14 AM     all      0.00      0.00      0.13     12.27      0.13     87.48
12:16:15 AM     all      1.13      0.00      0.38     12.30      0.13     86.07
12:16:16 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
12:16:17 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:16:18 AM     all      0.00      0.00      0.25     15.54      0.13     84.09
12:16:19 AM     all      0.00      0.00      0.00     12.28      0.00     87.72
12:16:20 AM     all      0.00      0.00      0.00     12.17      0.13     87.70
12:16:21 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:16:22 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:16:23 AM     all      0.00      0.00      0.00     12.17      0.13     87.70
12:16:24 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:16:25 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:16:26 AM     all      0.00      0.00      0.00     12.28      0.13     87.59
12:16:27 AM     all      0.00      0.00      0.00     12.06      0.00     87.94
12:16:28 AM     all      2.01      0.00      0.50     13.58      0.13     83.77
12:16:29 AM     all      0.25      0.00      0.00     14.32      0.00     85.43
12:16:30 AM     all      0.00      0.00      0.00     12.30      0.00     87.70
12:16:31 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:16:32 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
12:16:33 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:16:34 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:16:35 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:16:36 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
12:16:37 AM     all      0.13      0.00      0.00     12.27      0.13     87.48
12:16:38 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:16:39 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
12:16:40 AM     all      0.00      0.00      0.00     12.17      0.13     87.70
12:16:41 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:16:42 AM     all      1.25      0.00      0.13     13.53      0.13     84.96
12:16:43 AM     all      0.00      0.00      0.13     12.17      0.00     87.70
12:16:44 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
12:16:45 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:16:46 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:16:47 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
12:16:48 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:16:49 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:16:50 AM     all      0.00      0.00      0.00     12.17      0.13     87.70
12:16:51 AM     all      5.93      0.00      1.01     14.65      0.13     78.28
12:16:52 AM     all      4.16      0.00      1.13     13.24      0.00     81.46
12:16:53 AM     all      0.88      0.00      0.38     12.69      0.13     85.93
12:16:54 AM     all      9.10      0.00      2.02      3.41      0.00     85.46
12:16:55 AM     all     11.14      0.00      1.65      0.38      0.00     86.84
12:16:56 AM     all     10.41      0.00      2.41      0.38      0.13     86.68
12:16:57 AM     all     10.73      0.00      2.04      0.26      0.13     86.85
12:16:58 AM     all     10.93      0.00      1.78      0.51      0.13     86.66
12:16:59 AM     all     10.24      0.00      2.43      0.38      0.13     86.81
12:17:00 AM     all     10.70      0.00      2.17      0.51      0.25     86.37
12:17:01 AM     all      9.99      0.00      2.82      0.26      0.00     86.94
12:17:02 AM     all     10.10      0.00      2.43      0.64      0.26     86.57
12:17:03 AM     all     10.87      0.00      1.92      0.51      0.00     86.70
12:17:04 AM     all     10.97      0.00      1.79      0.26      0.13     86.86
12:17:05 AM     all     10.73      0.00      1.79      0.26      0.13     87.10
12:17:06 AM     all     10.24      0.00      2.30      0.38      0.13     86.94
12:17:07 AM     all     11.05      0.00      1.65      0.25      0.13     86.91
12:17:08 AM     all     10.81      0.00      1.78      0.38      0.13     86.90
12:17:09 AM     all      9.92      0.00      2.67      0.38      0.13     86.90
12:17:10 AM     all     11.20      0.00      1.65      0.25      0.00     86.90
12:17:11 AM     all     10.65      0.00      2.28      0.51      0.13     86.44
12:17:12 AM     all      7.26      0.00      1.66      7.13      0.00     83.95
12:17:13 AM     all      1.13      0.00      0.25     12.08      0.13     86.42
12:17:14 AM     all      0.00      0.00      0.00     12.55      0.13     87.33
12:17:15 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:17:16 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:17:17 AM     all      2.14      0.00      0.76     12.59      0.00     84.51
12:17:18 AM     all      0.00      0.00      0.00     12.28      0.13     87.59
12:17:19 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:17:20 AM     all      0.13      0.00      0.00     12.17      0.00     87.70
12:17:21 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:17:22 AM     all      0.00      0.00      0.00     12.28      0.13     87.59
12:17:23 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:17:24 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:17:25 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:17:26 AM     all      1.26      0.00      0.00     15.09      0.13     83.52
12:17:27 AM     all      0.00      0.00      0.00     12.28      0.00     87.72
12:17:28 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:17:29 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:17:30 AM     all      0.00      0.00      0.00     12.30      0.00     87.70
12:17:31 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:17:32 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
12:17:33 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:17:34 AM     all      0.00      0.00      0.00     12.28      0.00     87.72
12:17:35 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:17:36 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:17:37 AM     all      0.00      0.00      0.00     12.28      0.13     87.59
12:17:38 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:17:39 AM     all      1.01      0.00      0.38     13.82      0.13     84.67
12:17:40 AM     all      0.00      0.00      0.00     12.28      0.00     87.72
12:17:41 AM     all      0.00      0.00      0.00     12.17      0.13     87.70
12:17:42 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
12:17:43 AM     all      0.00      0.00      0.00     12.28      0.00     87.72
12:17:44 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
12:17:45 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
